time,episode,reward,steps,choosen_moves,random_moves
1965,1964,4129,2955,2211,744
1966,1965,2464,504,372,132
1967,1966,3450,569,421,148
1968,1967,3613,4639,3421,1218
1969,1968,4247,859,645,214
1970,1969,3017,473,342,131
1971,1970,4436,4336,3289,1047
1972,1971,1465,239,173,66
1973,1972,2154,359,275,84
1974,1973,3590,592,450,142
1975,1974,4811,791,584,207
1976,1975,1991,285,203,82
1977,1976,1433,270,209,61
1978,1977,4410,3891,2938,953
1979,1978,1462,284,209,75
1980,1979,2157,439,322,117
1981,1980,5024,3162,2417,745
1982,1981,1876,295,221,74
1983,1982,1465,283,213,70
1984,1983,3628,586,445,141
1985,1984,1878,375,274,101
1986,1985,3197,630,478,152
1987,1986,4408,2361,1776,585
1988,1987,3313,7361,5519,1842
1989,1988,4970,2090,1563,527
1990,1989,2061,352,262,90
1991,1990,2396,485,370,115
1992,1991,5746,1043,773,270
1993,1992,1472,295,228,67
1994,1993,5289,3588,2645,943
1995,1994,3126,564,407,157
1996,1995,3768,699,537,162
1997,1996,4058,707,545,162
1998,1997,3039,572,402,170
1999,1998,3086,544,419,125
2000,1999,3141,449,343,106
2001,2000,1588,296,204,92
